prolific_id,consent,gender,age,qualification,english_prof,past_amr_experience_check,past_amr_experience,interaction_1_describe,interaction_1_communicating_intent_check,interaction_1_communicating_response,interaction_1_light_behaviour,interaction_2_describe,interaction_2_communicating_intent_check,interaction_2_communicating_response,interaction_2_light_behaviour,interaction_3_describe,interaction_3_communicating_intent_check,interaction_3_communicating_response,interaction_3_light_behaviour,interaction_4_describe,interaction_4_communicating_intent_check,interaction_4_communicating_response,interaction_4_light_behaviour,trust,general_trust,safe,general_safe,improved_perception,intent_communication_makes_user_comfortable,displayed_social_behaviours
6452b900ed79e166aaf26970,yes,Female,34,Master's degree or higher,Minimum Professional Proficiency,3,"At home I have an autonomous vacuum cleaner, and my parents have an autonomous robot they use to clean their small swimming pool. I have helped them with its configuration a couple of times, too.","The mower seems to detect there is a moving obstacle in front of it and, I think, it ""wants"" to let the moving obstacle pass. I suppose it detects it's a person, not an object that cannot move.",Somewhat agree,"I think the robot wants the moving obstacle to pass through, so it can retake its (the robot's) movement or route.","Yes, I think it wanted to show the intention of the robot to change its direction and go back instead.","The mower recognizes a moving object in front, and that this object is moving slower than itself, so it adjusts its speed not to hit the moving object (a person, in this case).",Somewhat agree,"I'm not sure about this one, but I'd say that, by adjusting its speed, the robot tries to show it won't hit the person, won't put any pressure, and that it can adapt to the movements around and their speed.","Well, it shows its presence (which is important), but there is no change when the speed is lower (and don't really think it's necessary to adjust the light depending on the speed).","This one's interesting. The mower detects a presence in front, and goes back and forward, changing the lights accordingly. However, it doesn't try to avoid or go around the obstacle, not hits it.",Somewhat agree,"By changing the direction of the lights, it shows where it intends to go (backward or forward). However, the movement itself seems to try to communicate the intention of not hitting the obstacle in front (and, therefore, the presence of the obstacle).","Yes, since it shows the direction of the movement the robot intends to take.","The mower goes forward until it detects a presence. It seems to know this presence/obstacle is not looking at it and may not be aware of the presence of the mower, so it goes around it, turns until it's in front of the presence and, therefore, can be seen by the presence/person. In that stage, it goes back and forward several times, showing the direction also by the change of the lights accordingly.",Somewhat agree,"The purpose not to hit the person, to be within the field of vision (moreover, in front) of this person and, finally, the movement back and forward (maybe trying to say it can't go ahead anymore).","Yes, since it shows the intention of going backwards or forward.",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
645ce7c69f803646e5ac36c1,yes,Female,29,Bachelor's degree,Native or Bilingual Proficiency,2,No real experience,The mower moved towards the human and stopped then proceeded to back up/reversed when it encountered the human.,Somewhat agree,The robot stopped and then backed up when encountering the human.,Yes. The robot stopped when it encountered the human so it obeys the human basically.,The mower is mimics the human's behaviour.,Neither agree nor disagree,The robot is following the human.,Yes. It is following the human's behaviour.,The mower is moving towards and then backing up from the human.,Somewhat disagree,The human is just moving forward and backward. I am uncertain if its trying to communicate anything. It might be an indication of an internal error/fault.,Yes. If the behaviour is seen as odd then obviously something might be wrong with the robot.,The mower did not hit the human. The mower went around the human. The mover is moving back and forth.,Somewhat agree,The mower does not hit objects in its way and thus goes around the object in its path.,Yes. The robot is going around the human instead of bumping into the human which can be an indication that it goes around objects when encountering them.,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree
646519741b4dcd85141f4363,yes,Female,23,Bachelor's degree,Full Professional Proficiency,4,"I have used them in my current job, I have not had much experience but I do consider them useful and effective to accelerate the company's activities","When he noticed with its sensors that there was a person in his path, he moved aside to let the boy pass.",Somewhat agree,"It communicates with its own movements without the need for a speaker or its own voice, the sensors help it know what is happening around it","Yes, light can help as a signal for others to understand.",the robot chases the person in front of it,Strongly agree,the robot with its movements is trying to communicate by chasing the person,Those types of characteristics help communication in a certain way,The robot moves back when it senses with the sensors that there is someone else in its path and cannot move forward,Strongly agree,the flashing light and its movements are a clear way to communicate what is happening,"Yes, that light helps a lot since it is normally a steady light and by blinking it tries to communicate that something is happening.","you can hear it moving forward, stopping and going back",Somewhat agree,the different sounds try to communicate something that is happening,"All those features that it includes are very useful for communication, they help us know what the robot needs.",Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree
64691756700b8bf4c6d791c3,yes,Female,27,Bachelor's degree,Elementary Proficiency,3,"tengo un robot aspiradora en casa, solo la uso cuando estoy muy ocupada y necesito que el piso no esté tan sucio","parece tener un sensor de movimiento, que permite que la persona pase sin chocar con el",Strongly agree,el propósito es cortar el césped sin estorbar,"si, definitivamente",parece que sigue al humano,Strongly agree,"el propósito del césped es hacer su función sin estorbar, tiene un sensor de movimiento",claro que sí,el corta césped le avisa al humano que se quite,Strongly agree,el corta césped necesita hacer su trabajo y el humano le está estorbando,"claro que si, es para darse a notar","como el humano no se hace un lado, el mini robot lo esquiva",Strongly agree,el propósito del robot es limpiar y esquiva al humano para poder hacer su labor,claro que sí,Somewhat agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree
64699c39810132db3b4250b1,yes,Female,32,Bachelor's degree,Native or Bilingual Proficiency,5,I have had a positive experienced which put my mind at ease that all task needed to be done will be done successfully.,It can detect the perimeter that it should move around on and also avoids hitting human being.,Strongly agree,It communicates that it needs to mow within the specific perimeter and will not hit humans.,Yes.,It follows the humans instructions perfectly.,Strongly agree,It will follow the owner when necessary.,YES.,It avoided hitting the human. It moved forward and backward.,Strongly agree,It can moving forward and backward without hitting the human.,Yes.,It can move with the perimeters of the line,Strongly agree,"Yes, People can depend on it.",Yes,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
646e0d2370c16a7561ae7dcb,yes,Female,22,Bachelor's degree,Native or Bilingual Proficiency,2,I have once seen an autonomous vacum cleaner at my parents place of work,The mowers behavior was quite impressive as it seems to be aware of the person that blocks its way and stops to let the person pass.,Somewhat agree,It does not intend to harm people but rather do its job of mowing only.,"yes, it indicated some type of communiction, it turns off when it stops completely, blinkers as to show its aware of the person in front and reverses",The mower appears to reduce its speed the speed to match the speed of someone walking in its way.,Somewhat agree,It matches the walking speed of the person that is walking along it's way,The light behaviour was unnecessary as did not indicate any change in behaviour,The mower is blocked by someone and decides to stop and reverse to see if the person will move and tries to move again but to no avail.,Strongly agree,The robot would like to pass through but there is a person blocking its way. It reverses to show its acknowledgement of the person and then tries again.,"It shows it intended actions, that the robot is reversing","The mover is able to avoid the person when it encounters him from the back but is unable to do the same when it encounters him from the front, so it just keeps reversing and trying agin.",Strongly agree,It communicates that it is able to avoid a person when encountered from the back end but not when ifrom the front.,It blinkers when the robot is reversing,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somewhat agree
64711aa3b69f47e29ab6ede1,yes,Female,23,Bachelor's degree,Full Professional Proficiency,3,I have used vacuum cleaners frequently when I clean for more than 2 years and I love the efficiency.,I believe it has a sensor and was able to detect that there is an object/human being in front of it so it moved out of the way.,Somewhat agree,it could be that it does not work when there are other unknown objects that might disturb it so it stopping was a way to tell the human to move out of the way.,yes it was important and complemented the behaviour,it slowed down as it detected a moving object in front of it because had it continued with the speed it would have hit the human.,Neither agree nor disagree,"It slowed down because it did not want to hit the object in front of it, I am not certain if that is to communicate anything else",No it did not. it could have been different as it slowed down,it moves backwards as it almost comes into contact with a human/object and then attempts to move forward again but it is careful to not hit the human,Somewhat agree,it is attempting to tell the human to move out of the way when it moves backwards after sensing an object in front of it,yes it definitely was important and complemented its behaviour,It moves out of the way when it encounters an object/human in front of it. when it turns back it finds the human still there in the same place so it moves back and forth in the same place for the human to move out of the way. it is careful to not hit the human,Strongly agree,at first it moved out of the way possibly because it could tell the human was facing the other direction. then went back and forth when it found the human in the same spot but this time it could sense that the human could see it so it signaled for the human to move out of the way,Yes,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree
647745ea1c004c520ea42e7f,yes,Male,33,Bachelor's degree,Native or Bilingual Proficiency,4,"I have worked on projects where AMRs were deployed to streamline warehouse operations. They efficiently handled tasks such as picking, packing, and transporting goods, significantly improving operational efficiency and accuracy.","The robot detects the human in front of him by using his sensors, it reacts to the proximity by stopping it's movement and this is a good execution of the scenario.",Strongly disagree,"I don't think the robot's making any communication, It simply does what ever it was programmed to do.",The light can act as an indicator for the person around the robot to allow the human to understand when the robot detects him.,"The robot detects the object ahead of him, in this case it was the person, and it alternates it's speed so it won't crash into the person,",Strongly disagree,"Same, It's doing what it was programmed to do.","It won't serve as an indicator for the person like before, but It's pretty cool to have lights.","The robot detects the person ahead of him, and since the person's standing still - the robot stops, reverse and trying to follow it's path from before.",Strongly disagree,"Maybe if the robot was programmed to just follow a straight line and there is a person in that line of the robot, with this kind of movement it can signal to person to move out of the way",Not really.,"at first it detects the person and changing it's course to bypass the human. secondly, the robot comes face to face with the human and alternating it's movement not the crash into the person.",Strongly disagree,Since I can't think of a way for a robot to act like this without a certain reason - maybe the robot tries to signal something to the human,A warning of any sort,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
6478a3d537403513dc2b890f,yes,Male,56,Master's degree or higher,Full Professional Proficiency,2,use of a robotic vacuum cleaner,"The robot encounters a human obstacle, stops and steps aside to let it pass",Somewhat agree,He means to communicate that he does not want to be an obstacle but also that he is not dangerous,I don't think the light indications are particularly effective in this regard,"the robot notices an obstacle first stationary and then moving away. so first it stops, then it moves slowly on what I imagine was its original path but keeping its distance",Somewhat disagree,I don't see a real communication here,"again, I don't think the lights are particularly significant","the robot encounters a stationary obstacle, stops and retreats and then approaches again repeating this 'dance' in a seemingly insignificant way",Strongly disagree,the impression is not only that of absence of communication but that the robot is in an almost confusing state,Even in this case the light information is completely insignificant,"the robot encounters a stationary obstacle, goes around it, stands in front of it, and begins to move forward and backward",Somewhat agree,it seems that the robot has realized that the obstacle is a human and that he is turned away. it also seems that he steps in front of it and somehow tries to attract attention,"no, I don't think so",Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree
647df23a62de26114fdcb29c,yes,Male,36,Master's degree or higher,Full Professional Proficiency,2,"I have neighbors and friends who have robotic lawnmowers and vacuum cleaners, and I have talked to them about these devices and what kind of benefits and downsides they have, and on a few occasions I have also watched as they handled and maintained them, but I have never personally owned an AMR.","The mower encounters a human in its way, stops, its lights start to blink which indicates that it's in a different mode than previously, and it makes room for the human to pass.",Somewhat agree,The blinking lights on the mower communicates that it is in a different mode than it was previously in. I interpret the blinking as a signal because the mower encounters an obstacle and has to deviate from its path.,"Yes, because the light indicated that the mower's behavior had changed.","The mower maintains a steady speed until it encounters a human who is moving away from it, in the same direction it is moving. As the mower gets closer it doesn't deviate from the path but slows down.",Somewhat disagree,"No lights are flashing and no audible signal can be heard, so I don't think the mower is trying to communicate.","No, because there was no change in the light.","The mower encounters a stationary human, but instead of deviating from its path, the robot backs away before attempting to move in the same direction, resulting in the mower attempting to move across the same surface multiple times. The lights on the mower indicate in which direction it is moving.",Strongly agree,"The lights on the mower flash in a way that seem to indicate in which direction it is moving. If the light flash from the back forwards, the robot is moving forwards, and if the light is flashing towards the back, the robot is backing away.","Yes, the lights indicate to the human in which direction the mower was moving.","The mower encounters a stationary human, deviates from the path and goes around the human. Then the robot attempts to move onto the surface where the human is standing, resulting in it backing away and moving forwards multiple times.",Somewhat agree,"When the mower is moving in front of the human, the lights on it flash in a way that can be interpreted as it indicating in which direction it is moving, either forwards or backwards.","Yes, the light was important as it indicated in which direction the mower was moving when in front of a human.",Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree
6484790663a68afa28daf684,yes,Male,26,Bachelor's degree,Native or Bilingual Proficiency,3,"I've used some in the past, mostly vacuum cleaners",The mower changed trajectory when it found a human in its path. Making way for the human.,Somewhat disagree,"I don't think the mower is trying to communicate anything. It's just making way for the human, as programmed.",Yes i think it's important what he did,The mower slowed its pace when it found a human in his path.,Neither agree nor disagree,"The robot tried to slow down when it found a human in the way, I don't think he's necessarily trying to communicate anything",Yes i think what he did was important,The mower is trying to go in a predetermined path and a human is standing in the way. The mower is unable to adapt and is trying to make the human move by repeating the same moviments,Somewhat agree,He's trying to make the human move out of the way so that it can resume its trajectory,I think the robot should do a different behaviour,"The mower adapted his trajectory in the beginning, going around the human. After that, he tried to go where the human was and moved back and forth to make the human move out of the way",Somewhat agree,The mower is trying to make the human move out of the way,I think he should do something different,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly disagree
64a75baddc44c496f13dd31c,yes,Male,23,Bachelor's degree,Native or Bilingual Proficiency,1,,"The mower detects the person walking towards it, stops and moves aside to let that person keep walking forward.",Somewhat agree,"The way the mower stopped and than immediately moved back and stepped aside, makes clear communication that it wants the person to proceed.",In this situation I think it was only midly important to show that the mower was reacting to the person.,The mower slowed down once it go too close to the person walking in the same direction as it.,Neither agree nor disagree,"The fact that the mower slows down shows it recognizes the person in front, but it's not super clear that the person is clear of risk from being ran over by it.",The light behaviour was not important in this instance.,"The mower notices someone standing still and proceeds to slow down and stop, followed by accelerating forward again. He repeats this process until the person moves.",Somewhat agree,"By moving back and forth in the same place the mower shows that it wants to pass, but is waiting for the person to move.",The lighting was helpful to show the change in direction of the mower's acceleration.,"The mower recognizes someone standing still, and he understands he's facing their back, therefore he moves to their front and proceeds to move back and forth to show it wants to pass.",Strongly agree,I think the mower's attempt at communication is quite good in this video because it moves to the front of the person to more clearly communicated the need to pass.,The light was useful in showing the change in directions.,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree
64b5e615a4aeda56cb7370b3,yes,Male,24,Bachelor's degree,Full Professional Proficiency,4,I use vacuums on a regular basis and have dealt with autonomous vacuums before,"The mower was moving forward and upon encountering the guy, it stopped immediately and backed up and out of the way for the guy to continue walking.",Strongly agree,The mower is trying to signal that it is aware of the guy's presence and has no intention of interrupting the guy's actions.,Yes I do. The light flashes to indicate that it has become aware of something and will act accordingly. This goes with the fact that it moved out of the guy's way once it knows he's there.,"The mower moves forward and then slows down once it realizes that there is someone in it's path, but it continues forward slowly behind the guy",Strongly agree,The mower slowed down to communicate that it is aware of the guy in its path but will continue moving forward to prevent harming the guy,No. The light did not change throughout the process,The mower is continuously trying to move forward but can't because the guy is in its way.,Strongly agree,The mower is trying to communicate that it wants to move forward but can't because there is someone in its way,Yes. It indicates a change of state in the mower's processing to show that it is aware of the guy's presence and is trying to signal him to move,The mower moves around the guy when approaching him from behind but then circles back and encounters him from the front and tries to indicate that it wants to move forward but he is in the way,Strongly agree,The mower is trying to indicate that the guy is in it's way so it can continue with mowing,"Yes and no. When it is behind the guy, the light doesn't change but when it is in front of the guy it does.",Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree
64d8f12bfc5928b6ee4d55e0,yes,Male,44,Bachelor's degree,Full Professional Proficiency,2,"very limited, just thinking about my mother's autonomous vacuum cleaner, capable of cleaning the apartment avoiding obstacles and incidents, and then after cleaning everything automatically returning to its base","it's going straight ahead, but as soon as he gets close to the guy it turns around and steps aside to let him pass",Strongly agree,it wants not to be an obstacle and wants to let him pass,not apparently,"the mower is going straight and fast, as soon as it realizes that the guy in front of him has a slower pace it slows down",Somewhat agree,"it wants to stay at a safe distance from the human, as not to disturb his activities",not apparently,"the mower is going straight, but when it gets close to the man it seems confused, move in reverse and forward several times",Somewhat disagree,"it seems very confused, unable to adopt a strategy or a decision, appears to be in a cul-de-sac",flashing lights seem to be a sign of trouble,"the mower is going straight ahead, when it notices the human presence it manages to pass it on its right, then it moves in reverse and seems confused and unable or unwilling to repeat the same maneuver",Somewhat agree,"the maneuver seems to be intended to communicate to the man to move,as to allow the mower to pass over the spot he occupies",it communicates the man there is a problem and that the mower can't efficiently do its work if the man does not move,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree
64df6f97391ce879a62edf28,yes,Male,24,Bachelor's degree,Full Professional Proficiency,3,"There is a robot vacuum cleaner at my workplace. It gets activated around 18:00 pm in the afternoon and starts doing its thing. It's pretty funny because my boss has named him Bob and when he gets stuck at furniture, he starts beeping and sends notifications to his phone asking for help.","The mower starts following a specific path. When it meets a human being, it starts backing off and then moves out of the way for the human to pass.",Strongly agree,"The robot's intention was to move out of the way of the human, letting him pass before continuing.","Moving completely out of the way was not important,  but it emphasized the willingness to give way to the human so that he can understand that he can freely continue moving.","The mower follows a specific path at a given speed. When it starts approaching a human, it slows down so that it doesn't hit  him.",Strongly agree,"Its purpose is to show the human that it knows he is there, and slows down instead of trying to pass him.","It is important because it shows that the robot can evaluate a given situation and respond accordingly. In this case, it demonstrated its ability to change its pace when approaching a human being.","This time, the mower moves forward until it meets an obstacle. It backs off and tries to move forward again, repeating this process until the obstacle is gone.",Somewhat agree,I think the robot is trying to communicate that it wants to keep moving forward and tries to signal the human to move out of the way.,"It was important because it clearly communicated its intention to move forward, making it understandable that the human needs to move out of the way.","The mower's behaviour is similar to that of the previous one, but this time it demonstrates extra functionality. It first moves forward, then goes around the human and then tries to move forward again, backing off everytime it recognises that the human hasn't moved out of the way.",Strongly agree,The robot's purpose is to let the human know that he needs to move out of the way in order for it to continue its course.,"This behaviour was very important. The robot recognised that the human was turned the other way and couldn't see it it, so, before letting him know that he needs to move out of the way, it went around him so that it was facing him. Then started going forward and backwards until the human moves out of the way.",Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree
64e7262198e2660e5d0fc988,yes,Female,19,High school diploma or equivalent,Native or Bilingual Proficiency,4,"i have used vacuums, lawn mowers",it is moving around the person,Somewhat disagree,it seems to be moving randomly without a purpose to me,that's not something i initially noticed but i think that when its moving thats when the light is on,"it is moving behind the person, slowing down when the person stops/slows down to avoid hitting the person",Somewhat disagree,i don't see any particular purpose of the robot but maybe it is trying to move behind the person,yes because the light is on when it is moving,it is moving towards and away from the perosn,Somewhat agree,"it is moving towards and away from the person. when moving towards the person, the overhead lights turn on and when moving away, the overhead lights turn off","yes definitely.when moving towards the person, the overhead lights turn on and when moving away, the overhead lights turn off",it is moving around the person,Strongly disagree,"i don't think the robot has a specific purpose, it seems to be moving randomly","yes, i think the overhead lights turn on when the robot is moving in a straight direction and they turn off when the robot is making a turn",Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree
64e8b7ad5bda4b68d63f3e16,yes,Male,20,High school diploma or equivalent,Minimum Professional Proficiency,4,In our household we use a robotic vacuum cleaner. We also have an electric lawn mower and both are very useful appliances.,The mower moves out of the way and waits for the person to cross in front of it.,Somewhat agree,The purpose the mower wants to show is that it has acknowledged the presence of a person and is moving out of his way so that he can cross freely.,"Yes, because it signals when it is moving backwards and when it comes to a stop.","The mower slows down but continues its path at a reduced speed, when a moving obstacle is presented in front of it.",Strongly agree,The robot shows it has acknowledged the presence of a moving obstacle and slows down its speed but continues moving forward.,There were no changes in light behaviour.,The mower notices an obstacle and moves backward. It reattempts to move forward but is again presented with the obstacle and continues with the same repeated motion.,Somewhat agree,The mower indicates it has arrived at an obstacle and shows that it is trying to avoid it by moving backwards.,"Yes, it complements the behavior of the mower noticing and avoiding the obstacle.","At first the mower successfully avoids the person and goes around it, then turns around and is again stuck in the loop of moving forward and backward.",Somewhat agree,"It noticed the person and successfully avoided him and then turned around. When the mower ran into the same person again, it noticed him and avoided him by moving backward.","Yes, it showed the different behaviors the mower has.",Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree
64ea22d38f2b1143cdffa7e1,yes,Female,22,High school diploma or equivalent,Full Professional Proficiency,4,They are efficient and easy to use. Not time consuming and convenient,It's observant and has motion sensors,Strongly agree,The robots intention is to mow and not harm humans. It moving back is allowing humans to pass by.,Yes,Respectful and aware of its surroundings,Somewhat agree,Its intention is to mow without hurting anyone or anything around it. I saw this by it decreasing its speed,Yes,It wants to move forward but there is a figure blocking its way so it keep on moving backward hoping the figure moves.,Strongly agree,For the figure blocking its way to move,Yes,Its respectful of its surroundings and observant,Somewhat disagree,It just wants to move forward without bumping into something,Yes,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree
64f3539805c4d0c748941448,yes,Female,35,Bachelor's degree,Full Professional Proficiency,3,"Usually they tend to work properly but not deeply, they can get the work done but not in the way i would like too",The mower has a sensor that stops its movement when it detects that a person or a big object nearby. the purpose is to avoid both the risk of causing harm to the person and the function of the machine.,Strongly disagree,"the mowers intention is not to communicate something, the purpose is to avoid damage.","yes, because it can be detected more easily in order to prevent a crash.",the mower is slowing down when it detects that there is a moving object in front so it can avoid any collision.,Strongly disagree,the solely purpose of the mower is not to crash.,"yes, because it can be detected more easily.",The mower is trying to make the person move in order to fulfill its task properly.,Strongly agree,i believe the mower is trying to communicate that the person is in its way and should move,"yes, is another way to be more visible","The mower is trying to finish its task but it can not because of the presence of this person, so after avoiding it and then crossed again it tried to communicate its needs by moving back and forward.",Strongly agree,"definitely the mower is trying to communicate to this person that he needs to move so the robot can finish its task, and it is doing it by moving back and forward towards the person.","yes, it makes it more visible",Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree
64f72a267bed40bce1df18cb,yes,Female,40,Bachelor's degree,Full Professional Proficiency,3,"i don't have a lot of experience in this regard, but i have come across them during a tour at a car manufacturing plant","it can sense the existence an obstacle in front of it, and reacts accordingly",Somewhat agree,i think it want to bypass the obstacle in its way and when it stops it want to give way to that obstacle,i think it did,keeps moving when it senses there is no destruction in its way,Somewhat agree,"as long as there is no obstacle in my way i keep moving, cautiously",i guess,keeps moving back and forth until the obstacle has moved away,Somewhat agree,"Yes, it is communicating to say move out of my way i want to pass, and once the obstacle",i think it is important as it carries the sensors that alerts the robot of any obstacle,senses an obstacle and goes past it the other way. keeps going back and forth trying to ensure the obstacle moves away,Strongly agree,"senses an obstacle and goes past it the other way. keeps going back and forth trying to ensure the obstacle moves away, by so doing its sending a messageyes to the obstacle in its way",yes,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree
64fac5d2998a94ec0080b058,yes,Male,21,High school diploma or equivalent,Minimum Professional Proficiency,2,I have an autonomous vacuum cleaner in my home and I've seen videos of autonomous lawnmovers,"The mower was going towards a man and stopped when he was getting dangerously close to it, then parked aside allowing man to go forward.",Somewhat agree,I believe that the mower had intention of getting off the man's way.,"Yes, at first it showed that it's going back and then that it's making a right turn (at least that's what I see from this perspective).",The mower slowed down when the man was ahead of it but kept going forward because he was moving.,Neither agree nor disagree,"It slowed down, but there wasn't any kind of warning sign (sound/light) for the human.","No, I didn't see any light behaviour change","The mower encountered a human obstacle and was going back and forth waiting for him to move, communicating it with change of light.",Somewhat agree,"It's hard to tell what was the intention of the mower - was it to go left and pass the human or was it a signal for human to move to its left, the signal was unclear.","It was important, but it's hard to tell what it really was representing.","The mover encountered a human obstacle facing him backwards and passed him from the right, then made a U-turn and started going back and forth, followed by light signals.",Strongly agree,"The robot wanted to go this way. At first it passed the human, but when once again it couldn't ""mow"" the terrain it started flashing lights and going back and forth, communicating its intention for human to move out of the way.","Yes, no light change indicated intention of passing the human, and flashing lights were a signal for human to move.",Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree
650d4cb9a94b4b3c9a4ab6e6,yes,Female,32,Master's degree or higher,Native or Bilingual Proficiency,1,,"Polite
Deferential",Somewhat agree,"I mean its 'purpose' is what its been programmed to do, however it seems that the robot is intending to communicate that it is stopping its motion to let the person pass.",It seemed to show that it was changing its behaviour,Its slowing down so it doesn't run into the person,Neither agree nor disagree,"It's purpose doesn't seem to have changed in that it's still moving forward, it's just trying to avoid a moving object.","I don't think there was a change in the light behaviour, so possibly it did show that its purpose hadn't changed",It seems to be warning the person that it's trying to move forward. It seems almost threatening haha,Strongly agree,"It's communicating to the person that it wants to move forward, and is waiting for the person to move.",It shows that the robot was interrupted,It goes around the person to stand in front of them and threaten to mow them.,Strongly agree,"It's not merely moving out of the way of the person - its actually moving in front of the person to stand in THEIR way, and then appearing to move backwards and forwards in a slightly aggressive / threatening way.",It shows that it was interrupted,Somewhat disagree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree
6516dc31753b188afddda76d,yes,Male,23,Bachelor's degree,Full Professional Proficiency,2,"I've used a vacuum cleaner many times, it is a casual routine for me, nothing special. Also, have used AI chatbots.","Mower seems smart, avoids running into subject, lets subject pass first.",Neither agree nor disagree,"I don't think there's any intention, it is just programmed in a way where they don't have to crash into other objects or subjects.",It is important to not crash into figures.,Smart behaviour by mower as it slows down to not to crash into human.,Neither agree nor disagree,"Again, I'm not sure about the purpose, but I am sure that it has been programmed in a way to not crash into humans.","Yes, it succeeded.","Mower is attempting to send a message to human, so they will make a way for it.",Somewhat agree,"Mower is trying to request to make a way, smart function.","Yes, it is quite smart and communicative.","This one's smartest so far, it adapts to problematic situations.",Somewhat agree,"Again, it adapts to specific situation and also sends a message to make a way for it.","Yes, smart function.",Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree
6516ef80edad82a92cb27fb9,yes,Male,24,High school diploma or equivalent,Full Professional Proficiency,3,I have seen a robot delivering food.,As normal it is something strange because a normal car driven by a human would never move just for a human to pass through.,Strongly agree,It has a huge purpose because a robot does tasks that are traditionally done by humans but a little bit extra at that as it has sensors that enables it to stop when there's an object in front.,"Yes, I think the behavior shown by the robot was important because it shows that no accidents can be caused by when there are robots.",The Mower decreases its speed because it detected the human in front of it and that is a good behavior.,Strongly agree,As we know the purpose of a robot is to do tasks that can be done by humans but in this case it did it better than humans because a human would never tolerate such from a human.,"Yes, it was important because the robot avoided an accident that could have been caused by a human.","To me it is a good behavior, because it has indicated several times that it needs to the way to be cleared out for it to move.",Strongly agree,"With the purpose of doing the exact tasks and even more than human does, the Mower has shown the human that for it to move forward it needs the human to clear the way out.","Yes, It was important because the robot has shown the human that it needs to move forward.","The Mower was a bit strange this time because it went straight to the front after coming from behind the human, therefore I find its behaviour strange.",Strongly agree,As designed the robot purpose is to do tasks traditionally done by humans so it has done so but this robot seems like it was given an order.,"Yes, I think the robot completed its behaviour because it was behind the human but ended up in front of the human.",Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree
